"award","projname","projectnmbr","dateofaward","lgid","program","county"
"96814.8","","","31-AUG-16","62012","SEV_DIST","Weld"
"275861.99","","","31-AUG-15","62012","SEV_DIST","Weld"
"233642.87","","","31-AUG-14","62012","SEV_DIST","Weld"
"110200.64","","","31-AUG-13","62012","SEV_DIST","Weld"
"110643","","","31-AUG-12","62012","SEV_DIST","Weld"
"140200.19","","","31-AUG-18","62014","SEV_DIST","Weld"
"76896.16","","","31-AUG-17","62014","SEV_DIST","Weld"
"324519.24","","","31-AUG-15","62014","SEV_DIST","Weld"
"109272.31","","","31-AUG-16","62014","SEV_DIST","Weld"
"313566.46","","","31-AUG-14","62014","SEV_DIST","Weld"
"163037.9","","","31-AUG-13","62014","SEV_DIST","Weld"
"199111.26","","","31-AUG-12","62014","SEV_DIST","Weld"
"131280.62","","","31-AUG-18","62016","SEV_DIST","Weld"
"80231.64","","","31-AUG-17","62016","SEV_DIST","Weld"
"96236.95","","","31-AUG-16","62016","SEV_DIST","Weld"
"269906.83","","","31-AUG-15","62016","SEV_DIST","Weld"
"105119.41","","","31-AUG-13","62016","SEV_DIST","Weld"
"224588.17","","","31-AUG-14","62016","SEV_DIST","Weld"
"104829.16","","","31-AUG-12","62016","SEV_DIST","Weld"
"2203.04","","","31-AUG-17","62018","SEV_DIST","Weld"
"2707.71","","","31-AUG-18","62018","SEV_DIST","Weld"
"2924.68","","","31-AUG-16","62018","SEV_DIST","Weld"
"5849.26","","","31-AUG-15","62018","SEV_DIST","Weld"
"5290.91","","","31-AUG-14","62018","SEV_DIST","Weld"
"3617.41","","","31-AUG-13","62018","SEV_DIST","Weld"
"4835.61","","","31-AUG-12","62018","SEV_DIST","Weld"
"15726.23","","","31-AUG-18","62020","SEV_DIST","Weld"
"14119.95","","","31-AUG-17","62020","SEV_DIST","Weld"
"18190.51","","","31-AUG-16","62020","SEV_DIST","Weld"
"56726.64","","","31-AUG-15","62020","SEV_DIST","Weld"
"52946.55","","","31-AUG-14","62020","SEV_DIST","Weld"
"27292.41","","","31-AUG-12","62020","SEV_DIST","Weld"
"26933.48","","","31-AUG-13","62020","SEV_DIST","Weld"
"136362.33","","","31-AUG-18","52007","SEV_DIST","Rio Blanco"
"97860.31","","","31-AUG-17","52007","SEV_DIST","Rio Blanco"
"129967.72","","","31-AUG-16","52007","SEV_DIST","Rio Blanco"
"357722.46","","","31-AUG-15","52007","SEV_DIST","Rio Blanco"
"304189.06","","","31-AUG-14","52007","SEV_DIST","Rio Blanco"
"174319.67","","","31-AUG-13","52007","SEV_DIST","Rio Blanco"
"260839.45","","","31-AUG-12","52007","SEV_DIST","Rio Blanco"
"788.71","","","31-AUG-18","50007","SEV_DIST","Prowers"
"200.72","","","31-AUG-17","50007","SEV_DIST","Prowers"
"60.81","","","31-AUG-16","50007","SEV_DIST","Prowers"
"1389.4","","","31-AUG-15","50007","SEV_DIST","Prowers"
"1000.84","","","31-AUG-14","50007","SEV_DIST","Prowers"
"74.6","","","31-AUG-13","50007","SEV_DIST","Prowers"
"154.29","","","31-AUG-12","50007","SEV_DIST","Prowers"
"17.07","","","31-AUG-18","50008","SEV_DIST","Prowers"
"12.58","","","31-AUG-17","50008","SEV_DIST","Prowers"
"10.34","","","31-AUG-16","50008","SEV_DIST","Prowers"
"73.31","","","31-AUG-15","50008","SEV_DIST","Prowers"
"58.26","","","31-AUG-14","50008","SEV_DIST","Prowers"
"12.76","","","31-AUG-13","50008","SEV_DIST","Prowers"
"26.45","","","31-AUG-12","50008","SEV_DIST","Prowers"
"155.32","","","31-AUG-18","50011","SEV_DIST","Prowers"
"114.78","","","31-AUG-17","50011","SEV_DIST","Prowers"
"94.54","","","31-AUG-16","50011","SEV_DIST","Prowers"
"987.24","","","31-AUG-15","50011","SEV_DIST","Prowers"
"527.9","","","31-AUG-14","50011","SEV_DIST","Prowers"
"115.5","","","31-AUG-13","50011","SEV_DIST","Prowers"
"238.09","","","31-AUG-12","50011","SEV_DIST","Prowers"
"2336.41","","","31-AUG-18","50012","SEV_DIST","Prowers"
"2103.62","","","31-AUG-17","50012","SEV_DIST","Prowers"
"1986","","","31-AUG-16","50012","SEV_DIST","Prowers"
"12090.34","","","31-AUG-15","50012","SEV_DIST","Prowers"
"9967.3","","","31-AUG-14","50012","SEV_DIST","Prowers"
"2210.79","","","31-AUG-13","50012","SEV_DIST","Prowers"
"4334.09","","","31-AUG-12","50012","SEV_DIST","Prowers"
"3407.9","","","31-AUG-18","50014","SEV_DIST","Prowers"
"2254.77","","","31-AUG-17","50014","SEV_DIST","Prowers"
"1924.29","","","31-AUG-16","50014","SEV_DIST","Prowers"
"14222.13","","","31-AUG-15","50014","SEV_DIST","Prowers"
"10875.77","","","31-AUG-14","50014","SEV_DIST","Prowers"
"5551.04","","","31-AUG-12","50014","SEV_DIST","Prowers"
"2579.18","","","31-AUG-13","50014","SEV_DIST","Prowers"
"77.95","","","31-AUG-18","50017","SEV_DIST","Prowers"
"310.74","","","31-AUG-17","50017","SEV_DIST","Prowers"
"46.98","","","31-AUG-16","50017","SEV_DIST","Prowers"
"331.54","","","31-AUG-15","50017","SEV_DIST","Prowers"
"593.3","","","31-AUG-14","50017","SEV_DIST","Prowers"
"57.74","","","31-AUG-13","50017","SEV_DIST","Prowers"
"119.16","","","31-AUG-12","50017","SEV_DIST","Prowers"
"7632.73","","","31-AUG-18","49010","SEV_DIST","Pitkin"
"6994.56","","","31-AUG-17","49010","SEV_DIST","Pitkin"
"8881.13","","","31-AUG-16","49010","SEV_DIST","Pitkin"
"28462.63","","","31-AUG-15","49010","SEV_DIST","Pitkin"
"30377.67","","","31-AUG-14","49010","SEV_DIST","Pitkin"
"15314.57","","","31-AUG-13","49010","SEV_DIST","Pitkin"
"14920.96","","","31-AUG-12","49010","SEV_DIST","Pitkin"
"7293.74","","","31-AUG-18","49012","SEV_DIST","Pitkin"
"1230.02","","","31-AUG-17","49012","SEV_DIST","Pitkin"
"1567.36","","","31-AUG-16","49012","SEV_DIST","Pitkin"
"5074.84","","","31-AUG-15","49012","SEV_DIST","Pitkin"
"3058.19","","","31-AUG-14","49012","SEV_DIST","Pitkin"
"2743.98","","","31-AUG-13","49012","SEV_DIST","Pitkin"
"1757.34","","","31-AUG-12","49012","SEV_DIST","Pitkin"
"1460441.89","","","31-AUG-18","62022","SEV_DIST","Weld"
"879100.44","","","31-AUG-17","62022","SEV_DIST","Weld"
"1139372.76","","","31-AUG-16","62022","SEV_DIST","Weld"
"3302358.44","","","31-AUG-15","62022","SEV_DIST","Weld"
"2705145.88","","","31-AUG-14","62022","SEV_DIST","Weld"
"1339965.69","","","31-AUG-13","62022","SEV_DIST","Weld"
"1441773.21","","","31-AUG-12","62022","SEV_DIST","Weld"
"4784.47","","","31-AUG-18","61002","SEV_DIST","Washington"
"3466.75","","","31-AUG-17","61002","SEV_DIST","Washington"
"4435.27","","","31-AUG-16","61002","SEV_DIST","Washington"
"13440.07","","","31-AUG-15","61002","SEV_DIST","Washington"
"17689.41","","","31-AUG-14","61002","SEV_DIST","Washington"
"6919.6","","","31-AUG-13","61002","SEV_DIST","Washington"
"8201.25","","","31-AUG-12","61002","SEV_DIST","Washington"
"856.4","","","31-AUG-17","61006","SEV_DIST","Washington"
"1015.7","","","31-AUG-18","61006","SEV_DIST","Washington"
"1650.3","","","31-AUG-16","61006","SEV_DIST","Washington"
"4649.67","","","31-AUG-15","61006","SEV_DIST","Washington"
"2986.49","","","31-AUG-13","61006","SEV_DIST","Washington"
"5851.99","","","31-AUG-14","61006","SEV_DIST","Washington"
"6090.29","","","31-AUG-12","61006","SEV_DIST","Washington"
"13950.7","","","31-AUG-18","61008","SEV_DIST","Washington"
"7803.2","","","31-AUG-17","61008","SEV_DIST","Washington"
"9908.68","","","31-AUG-16","61008","SEV_DIST","Washington"
"31497.34","","","31-AUG-15","61008","SEV_DIST","Washington"
"33113.56","","","31-AUG-14","61008","SEV_DIST","Washington"
"15743.4","","","31-AUG-13","61008","SEV_DIST","Washington"
"18105.38","","","31-AUG-12","61008","SEV_DIST","Washington"
"9980.34","","","31-AUG-18","60001","SEV_DIST","Teller"
"8775.23","","","31-AUG-17","60001","SEV_DIST","Teller"
"8513.01","","","31-AUG-16","60001","SEV_DIST","Teller"
"25317.24","","","31-AUG-15","60001","SEV_DIST","Teller"
"24269.23","","","31-AUG-14","60001","SEV_DIST","Teller"
"17052.38","","","31-AUG-13","60001","SEV_DIST","Teller"
"16716.52","","","31-AUG-12","60001","SEV_DIST","Teller"
"144281.82","","","31-AUG-18","60010","SEV_DIST","Teller"
"80161.49","","","31-AUG-17","60010","SEV_DIST","Teller"
"95111.66","","","31-AUG-16","60010","SEV_DIST","Teller"
"338729.1","","","31-AUG-15","60010","SEV_DIST","Teller"
"268827.78","","","31-AUG-14","60010","SEV_DIST","Teller"
"155196.74","","","31-AUG-12","60010","SEV_DIST","Teller"
"165935.45","","","31-AUG-13","60010","SEV_DIST","Teller"
"3153.87","","","31-AUG-18","60012","SEV_DIST","Teller"
"3677.45","","","31-AUG-17","60012","SEV_DIST","Teller"
"3673.76","","","31-AUG-16","60012","SEV_DIST","Teller"
"12418.31","","","31-AUG-15","60012","SEV_DIST","Teller"
"10618.99","","","31-AUG-14","60012","SEV_DIST","Teller"
"7492.44","","","31-AUG-13","60012","SEV_DIST","Teller"
"6540.05","","","31-AUG-12","60012","SEV_DIST","Teller"
"4606.07","","","31-AUG-18","59015","SEV_DIST","Summit"
"3151.67","","","31-AUG-17","59015","SEV_DIST","Summit"
"7978.29","","","31-AUG-15","59015","SEV_DIST","Summit"
"3359.88","","","31-AUG-16","59015","SEV_DIST","Summit"
"11681.32","","","31-AUG-14","59015","SEV_DIST","Summit"
"7997.92","","","31-AUG-13","59015","SEV_DIST","Summit"
"9387.83","","","31-AUG-12","59015","SEV_DIST","Summit"
"5945.42","","","31-AUG-18","59018","SEV_DIST","Summit"
"4601.09","","","31-AUG-17","59018","SEV_DIST","Summit"
"4383.24","","","31-AUG-16","59018","SEV_DIST","Summit"
"10446.62","","","31-AUG-15","59018","SEV_DIST","Summit"
"16802.89","","","31-AUG-14","59018","SEV_DIST","Summit"
"12547.07","","","31-AUG-13","59018","SEV_DIST","Summit"
"8065.76","","","31-AUG-12","59018","SEV_DIST","Summit"
"30901.78","","","31-AUG-18","59021","SEV_DIST","Summit"
"20517.05","","","31-AUG-17","59021","SEV_DIST","Summit"
"20685.8","","","31-AUG-16","59021","SEV_DIST","Summit"
"65815.47","","","31-AUG-15","59021","SEV_DIST","Summit"
"77329.41","","","31-AUG-14","59021","SEV_DIST","Summit"
"48034.24","","","31-AUG-13","59021","SEV_DIST","Summit"
"42817.84","","","31-AUG-12","59021","SEV_DIST","Summit"
"12723.88","","","31-AUG-18","57027","SEV_DIST","San Miguel"
"8165.19","","","31-AUG-17","57027","SEV_DIST","San Miguel"
"11800.86","","","31-AUG-16","57027","SEV_DIST","San Miguel"
"39488.29","","","31-AUG-15","57027","SEV_DIST","San Miguel"
"37031.92","","","31-AUG-14","57027","SEV_DIST","San Miguel"
"33681.46","","","31-AUG-13","57027","SEV_DIST","San Miguel"
"23485.02","","","31-AUG-12","57027","SEV_DIST","San Miguel"
"24.31","","","31-AUG-18","58004","SEV_DIST","Sedgwick"
"170.31","","","31-AUG-17","58004","SEV_DIST","Sedgwick"
"932.72","","","31-AUG-16","58004","SEV_DIST","Sedgwick"
"7992.22","","","31-AUG-15","58004","SEV_DIST","Sedgwick"
"568.93","","","31-AUG-14","58004","SEV_DIST","Sedgwick"
"1610.23","","","31-AUG-13","58004","SEV_DIST","Sedgwick"
"6878.06","","","31-AUG-12","58004","SEV_DIST","Sedgwick"
"7.85","","","31-AUG-18","58007","SEV_DIST","Sedgwick"
"15.39","","","31-AUG-17","58007","SEV_DIST","Sedgwick"
"115.04","","","31-AUG-16","58007","SEV_DIST","Sedgwick"
"743.96","","","31-AUG-15","58007","SEV_DIST","Sedgwick"
"51.69","","","31-AUG-14","58007","SEV_DIST","Sedgwick"
"625.91","","","31-AUG-12","58007","SEV_DIST","Sedgwick"
"146.69","","","31-AUG-13","58007","SEV_DIST","Sedgwick"
"7.33","","","31-AUG-17","58012","SEV_DIST","Sedgwick"
"2.98","","","31-AUG-18","58012","SEV_DIST","Sedgwick"
"54.23","","","31-AUG-16","58012","SEV_DIST","Sedgwick"
"343.64","","","31-AUG-15","58012","SEV_DIST","Sedgwick"
"69.79","","","31-AUG-13","58012","SEV_DIST","Sedgwick"
"24.49","","","31-AUG-14","58012","SEV_DIST","Sedgwick"
"297.77","","","31-AUG-12","58012","SEV_DIST","Sedgwick"
"647.78","","","31-AUG-17","59002","SEV_DIST","Summit"
"902.43","","","31-AUG-18","59002","SEV_DIST","Summit"
"671.19","","","31-AUG-16","59002","SEV_DIST","Summit"
"2080.32","","","31-AUG-15","59002","SEV_DIST","Summit"
"2341.63","","","31-AUG-14","59002","SEV_DIST","Summit"
"1578.07","","","31-AUG-13","59002","SEV_DIST","Summit"
"1367.14","","","31-AUG-12","59002","SEV_DIST","Summit"
"4597.57","","","31-AUG-18","59004","SEV_DIST","Summit"
"3348.87","","","31-AUG-17","59004","SEV_DIST","Summit"
"4679.92","","","31-AUG-16","59004","SEV_DIST","Summit"
"8712.12","","","31-AUG-15","59004","SEV_DIST","Summit"
"11046.9","","","31-AUG-14","59004","SEV_DIST","Summit"
"7650.93","","","31-AUG-13","59004","SEV_DIST","Summit"
"5780.55","","","31-AUG-12","59004","SEV_DIST","Summit"
"1222.28","","","31-AUG-18","59009","SEV_DIST","Summit"
"1167.47","","","31-AUG-17","59009","SEV_DIST","Summit"
"836.42","","","31-AUG-16","59009","SEV_DIST","Summit"
"2353.25","","","31-AUG-15","59009","SEV_DIST","Summit"
"4404.06","","","31-AUG-14","59009","SEV_DIST","Summit"
"4432.08","","","31-AUG-13","59009","SEV_DIST","Summit"
"3674.04","","","31-AUG-12","59009","SEV_DIST","Summit"
"21851.89","","","31-AUG-18","57014","SEV_DIST","San Miguel"
"13988.74","","","31-AUG-17","57014","SEV_DIST","San Miguel"
"20124.46","","","31-AUG-16","57014","SEV_DIST","San Miguel"
"66814.02","","","31-AUG-15","57014","SEV_DIST","San Miguel"
"62581.74","","","31-AUG-14","57014","SEV_DIST","San Miguel"
"39658.9","","","31-AUG-12","57014","SEV_DIST","San Miguel"
"41867.48","","","31-AUG-13","57014","SEV_DIST","San Miguel"
"148014.67","","","31-AUG-18","54023","SEV_DIST","Routt"
"83397.09","","","31-AUG-17","54023","SEV_DIST","Routt"
"114197.34","","","31-AUG-16","54023","SEV_DIST","Routt"
"417251.45","","","31-AUG-15","54023","SEV_DIST","Routt"
"388828.68","","","31-AUG-14","54023","SEV_DIST","Routt"
"221072.44","","","31-AUG-13","54023","SEV_DIST","Routt"
"270872.92","","","31-AUG-12","54023","SEV_DIST","Routt"
"14146.8","","","31-AUG-18","54030","SEV_DIST","Routt"
"8226.18","","","31-AUG-17","54030","SEV_DIST","Routt"
"3309.84","","","31-AUG-16","54030","SEV_DIST","Routt"
"32724.44","","","31-AUG-15","54030","SEV_DIST","Routt"
"45232.81","","","31-AUG-14","54030","SEV_DIST","Routt"
"20469.69","","","31-AUG-13","54030","SEV_DIST","Routt"
"21430.63","","","31-AUG-12","54030","SEV_DIST","Routt"
"492.14","","","31-AUG-18","55004","SEV_DIST","Saguache"
"314.1","","","31-AUG-17","55004","SEV_DIST","Saguache"
"405.62","","","31-AUG-16","55004","SEV_DIST","Saguache"
"1252.5","","","31-AUG-15","55004","SEV_DIST","Saguache"
"14650.11","","","31-AUG-14","55004","SEV_DIST","Saguache"
"432.88","","","31-AUG-13","55004","SEV_DIST","Saguache"
"355.69","","","31-AUG-12","55004","SEV_DIST","Saguache"
"2436.91","","","31-AUG-18","55005","SEV_DIST","Saguache"
"5940.01","","","31-AUG-17","55005","SEV_DIST","Saguache"
"13413.66","","","31-AUG-16","55005","SEV_DIST","Saguache"
"14745.37","","","31-AUG-15","55005","SEV_DIST","Saguache"
"8233.31","","","31-AUG-14","55005","SEV_DIST","Saguache"
"14335.61","","","31-AUG-12","55005","SEV_DIST","Saguache"
"360.57","","","31-AUG-13","55005","SEV_DIST","Saguache"
"30277.18","","","31-AUG-18","55007","SEV_DIST","Saguache"
"20119.05","","","31-AUG-17","55007","SEV_DIST","Saguache"
"24645.22","","","31-AUG-16","55007","SEV_DIST","Saguache"
"86651.34","","","31-AUG-15","55007","SEV_DIST","Saguache"
"42129.23","","","31-AUG-14","55007","SEV_DIST","Saguache"
"40960.98","","","31-AUG-13","55007","SEV_DIST","Saguache"
"21775.49","","","31-AUG-12","55007","SEV_DIST","Saguache"
"6094.29","","","31-AUG-18","55008","SEV_DIST","Saguache"
"937.81","","","31-AUG-17","55008","SEV_DIST","Saguache"
"1221.73","","","31-AUG-16","55008","SEV_DIST","Saguache"
"3789.99","","","31-AUG-15","55008","SEV_DIST","Saguache"
"6039.39","","","31-AUG-14","55008","SEV_DIST","Saguache"
"1353.41","","","31-AUG-13","55008","SEV_DIST","Saguache"
"1191.48","","","31-AUG-12","55008","SEV_DIST","Saguache"
"16887.28","","","31-AUG-18","56002","SEV_DIST","San Juan"
"10740.83","","","31-AUG-17","56002","SEV_DIST","San Juan"
"8785.38","","","31-AUG-16","56002","SEV_DIST","San Juan"
"35723.7","","","31-AUG-15","56002","SEV_DIST","San Juan"
"51595.16","","","31-AUG-14","56002","SEV_DIST","San Juan"
"41084.75","","","31-AUG-12","56002","SEV_DIST","San Juan"
"48078.64","","","31-AUG-13","56002","SEV_DIST","San Juan"
"4943.42","","","31-AUG-18","57007","SEV_DIST","San Miguel"
"25612.09","","","31-AUG-17","57007","SEV_DIST","San Miguel"
"25470.07","","","31-AUG-16","57007","SEV_DIST","San Miguel"
"15314.29","","","31-AUG-15","57007","SEV_DIST","San Miguel"
"14324.85","","","31-AUG-14","57007","SEV_DIST","San Miguel"
"9504.38","","","31-AUG-13","57007","SEV_DIST","San Miguel"
"46031.33","","","31-AUG-12","57007","SEV_DIST","San Miguel"
"36617.9","","","31-AUG-18","64009","SEV_DIST","Adams, Jefferson"
"24645.97","","","31-AUG-17","64009","SEV_DIST","Adams, Jefferson"
"32569.96","","","31-AUG-16","64009","SEV_DIST","Adams, Jefferson"
"100378.77","","","31-AUG-15","64009","SEV_DIST","Adams, Jefferson"
"87316.4","","","31-AUG-14","64009","SEV_DIST","Adams, Jefferson"
"51572.48","","","31-AUG-13","64009","SEV_DIST","Adams, Jefferson"
"41886.45","","","31-AUG-12","64009","SEV_DIST","Adams, Jefferson"
"117894.58","","","31-AUG-18","64010","SEV_DIST","Adams, Arapahoe, Douglas"
"50751.74","","","31-AUG-17","64010","SEV_DIST","Adams, Arapahoe, Douglas"
"292788.18","","","31-AUG-15","64010","SEV_DIST","Adams, Arapahoe, Douglas"
"98947.24","","","31-AUG-16","64010","SEV_DIST","Adams, Arapahoe, Douglas"
"230767.5","","","31-AUG-14","64010","SEV_DIST","Adams, Arapahoe, Douglas"
"115313.44","","","31-AUG-13","64010","SEV_DIST","Adams, Arapahoe, Douglas"
"124627.68","","","31-AUG-12","64010","SEV_DIST","Adams, Arapahoe, Douglas"
"495.93","","","31-AUG-18","64017","SEV_DIST","Eagle, Pitkin"
"515.91","","","31-AUG-17","64017","SEV_DIST","Eagle, Pitkin"
"2456.4","","","31-AUG-15","64017","SEV_DIST","Eagle, Pitkin"
"640.57","","","31-AUG-16","64017","SEV_DIST","Eagle, Pitkin"
"2232.73","","","31-AUG-14","64017","SEV_DIST","Eagle, Pitkin"
"1327.82","","","31-AUG-13","64017","SEV_DIST","Eagle, Pitkin"
"935.43","","","31-AUG-12","64017","SEV_DIST","Eagle, Pitkin"
"255.89","","","31-AUG-18","64026","SEV_DIST","Arapahoe, Jefferson"
"130.88","","","31-AUG-17","64026","SEV_DIST","Arapahoe, Jefferson"
"226.5","","","31-AUG-16","64026","SEV_DIST","Arapahoe, Jefferson"
"696.13","","","31-AUG-15","64026","SEV_DIST","Arapahoe, Jefferson"
"563.27","","","31-AUG-14","64026","SEV_DIST","Arapahoe, Jefferson"
"313.19","","","31-AUG-13","64026","SEV_DIST","Arapahoe, Jefferson"
"299.99","","","31-AUG-12","64026","SEV_DIST","Arapahoe, Jefferson"
"31929.2","","","31-AUG-18","64030","SEV_DIST","Broomfield"
"16706.41","","","31-AUG-17","64030","SEV_DIST","Broomfield"
"28208.12","","","31-AUG-16","64030","SEV_DIST","Broomfield"
"129455.54","","","31-AUG-15","64030","SEV_DIST","Broomfield"
"70062.62","","","31-AUG-14","64030","SEV_DIST","Broomfield"
"71256.11","","","31-AUG-13","64030","SEV_DIST","Broomfield"
"43552.88","","","31-AUG-12","64030","SEV_DIST","Broomfield"
"15156.37","","","31-AUG-18","64039","SEV_DIST","Rio Grande, Saguache"
"7132.65","","","31-AUG-17","64039","SEV_DIST","Rio Grande, Saguache"
"4908.47","","","31-AUG-16","64039","SEV_DIST","Rio Grande, Saguache"
"31063.86","","","31-AUG-15","64039","SEV_DIST","Rio Grande, Saguache"
"8919.36","","","31-AUG-14","64039","SEV_DIST","Rio Grande, Saguache"
"5454.81","","","31-AUG-13","64039","SEV_DIST","Rio Grande, Saguache"
"4805.63","","","31-AUG-12","64039","SEV_DIST","Rio Grande, Saguache"
"540.34","","","31-AUG-18","63003","SEV_DIST","Yuma"
"738.04","","","31-AUG-17","63003","SEV_DIST","Yuma"
"1382.96","","","31-AUG-16","63003","SEV_DIST","Yuma"
"6259.51","","","31-AUG-15","63003","SEV_DIST","Yuma"
"3179.89","","","31-AUG-14","63003","SEV_DIST","Yuma"
"3426.42","","","31-AUG-13","63003","SEV_DIST","Yuma"
"7878.95","","","31-AUG-12","63003","SEV_DIST","Yuma"
"7973.1","","","31-AUG-18","63010","SEV_DIST","Yuma"
"6800.74","","","31-AUG-17","63010","SEV_DIST","Yuma"
"10350.24","","","31-AUG-16","63010","SEV_DIST","Yuma"
"44944.76","","","31-AUG-15","63010","SEV_DIST","Yuma"
"33115.4","","","31-AUG-14","63010","SEV_DIST","Yuma"
"24183.02","","","31-AUG-13","63010","SEV_DIST","Yuma"
"59702.9","","","31-AUG-12","63010","SEV_DIST","Yuma"
"11528.41","","","31-AUG-18","63017","SEV_DIST","Yuma"
"7997.87","","","31-AUG-17","63017","SEV_DIST","Yuma"
"11805.73","","","31-AUG-16","63017","SEV_DIST","Yuma"
"60566.94","","","31-AUG-15","63017","SEV_DIST","Yuma"
"37158.05","","","31-AUG-14","63017","SEV_DIST","Yuma"
"23141.08","","","31-AUG-13","63017","SEV_DIST","Yuma"
"50034.72","","","31-AUG-12","63017","SEV_DIST","Yuma"
"3181.77","","","31-AUG-18","64258","SEV_DIST","Adams, Arapahoe"
"2863.25","","","31-AUG-17","64258","SEV_DIST","Adams, Arapahoe"
"3909.7","","","31-AUG-16","64258","SEV_DIST","Adams, Arapahoe"
"11275.27","","","31-AUG-15","64258","SEV_DIST","Adams, Arapahoe"
"10619.95","","","31-AUG-14","64258","SEV_DIST","Adams, Arapahoe"
"3711.06","","","31-AUG-13","64258","SEV_DIST","Adams, Arapahoe"
"4353.48","","","31-AUG-12","64258","SEV_DIST","Adams, Arapahoe"
"9330.9","","","31-AUG-18","64263","SEV_DIST","Clear Creek, Gilpin"
"3507.05","","","31-AUG-17","64263","SEV_DIST","Clear Creek, Gilpin"
"5078.44","","","31-AUG-16","64263","SEV_DIST","Clear Creek, Gilpin"
"16881.25","","","31-AUG-15","64263","SEV_DIST","Clear Creek, Gilpin"
"9782.3","","","31-AUG-14","64263","SEV_DIST","Clear Creek, Gilpin"
"5964.54","","","31-AUG-13","64263","SEV_DIST","Clear Creek, Gilpin"
"6568.08","","","31-AUG-12","64263","SEV_DIST","Clear Creek, Gilpin"
"81028.61","","","31-AUG-17","64264","SEV_DIST","Adams, Weld"
"154318.15","","","31-AUG-18","64264","SEV_DIST","Adams, Weld"
"122074.9","","","31-AUG-16","64264","SEV_DIST","Adams, Weld"
"376881.26","","","31-AUG-15","64264","SEV_DIST","Adams, Weld"
